Order_ID,Order_Date,Customer_ID,Customer_Age,Customer_Gender,Region,Country,Category,Product_Name,Price,Quantity,Discount,Revenue,Profit,Payment_Method,Month
O01142,2023-01-11,C1430,56,Female,East,Germany,Clothing,Jeans,310.75,5.0,0.18,1274.08,279.8,Credit Card,2023-01
O01143,2024-05-18,C0065,49,Female,East,USA,Clothing,Shoes,862.56,4.0,0.23,2656.68,776.94,Cash,2024-05
O01144,2023-12-26,C1944,61,Female,North,Germany,Electronics,Headphones,761.46,1.0,0.14,654.86,154.5,Credit Card,2023-12
O01145,2023-09-09,C1484,63,Male,West,Germany,Clothing,Jeans,607.57,4.0,0.01,2405.98,426.95,Cash,2023-09
O01146,2023-08-10,C1257,44,Male,North,Australia,Furniture,Desk,936.18,4.0,0.02,3669.83,533.26,PayPal,2023-08
O01147,2024-02-02,C1642,52,Male,East,Canada,Electronics,Headphones,182.18,4.0,0.09,663.14,93.29,PayPal,2024-02
O01148,2023-12-06,C0874,25,Male,North,UK,Office Supplies,Stapler,256.55,4.0,0.23,790.17,238.39,Debit Card,2023-12
O01149,2024-01-21,C0090,37,Male,South,India,Office Supplies,Pen Set,716.69,1.0,0.03,695.19,93.71,Credit Card,2024-01
O01150,2024-03-24,C1017,41,Female,North,Australia,Clothing,T-Shirt,424.44,1.0,0.08,390.48,93.45,Cash,2024-03
O01151,2023-03-10,C0134,23,Female,East,Germany,Office Supplies,Pen Set,907.55,2.0,0.04,1742.5,244.82,Debit Card,2023-03
O01152,2023-07-21,C0914,60,Female,East,Germany,Electronics,Smartphone,586.3,1.0,0.17,486.63,76.92,Debit Card,2023-07
O01153,2023-11-04,C0273,65,Female,North,India,Electronics,Laptop,121.63,3.0,0.18,299.21,30.58,Debit Card,2023-11
O01154,2023-11-24,C1886,33,Female,South,UK,Office Supplies,Stapler,483.95,1.0,0.05,459.75,109.54,Credit Card,2023-11
O01155,2023-05-30,C1367,26,Male,North,Germany,Electronics,Smartphone,254.6,4.0,0.25,763.8,145.45,Debit Card,2023-05
O01156,2023-09-26,C0833,21,Female,North,India,Office Supplies,Notebook,200.68,3.0,0.12,529.8,133.3,Debit Card,2023-09
O01157,2023-05-11,C0982,57,Female,South,UK,Clothing,Shoes,775.37,4.0,0.18,2543.21,519.65,Credit Card,2023-05
O01158,2023-05-30,C1583,59,Male,East,India,Office Supplies,Printer Paper,469.86,3.0,0.09,1282.72,299.93,PayPal,2023-05
O01159,2023-11-12,C1752,48,Female,West,Australia,Furniture,Cabinet,343.7,4.0,0.29,976.11,227.61,Credit Card,2023-11
O01160,2023-09-15,C1289,35,Female,East,Canada,Furniture,Sofa,927.55,3.0,0.27,2031.33,490.57,PayPal,2023-09
O01161,2023-11-10,C0393,39,Female,East,India,Office Supplies,Pen Set,770.63,2.0,0.24,1171.36,318.71,Debit Card,2023-11
O01162,2024-01-06,C1460,52,Female,South,Germany,Furniture,Desk,727.35,3.0,0.19,1767.46,267.65,PayPal,2024-01
O01163,2023-07-07,C1818,59,Female,East,UK,Office Supplies,Stapler,719.87,5.0,0.14,3095.44,573.74,PayPal,2023-07
O01164,2023-03-15,C0518,25,Female,West,USA,Electronics,Smartphone,813.87,3.0,0.28,1757.96,375.66,PayPal,2023-03
O01165,2024-06-07,C1163,44,Male,East,USA,Office Supplies,Stapler,599.32,4.0,0.13,2085.63,371.84,Debit Card,2024-06
O01166,2023-07-05,C0252,41,Male,North,USA,Clothing,T-Shirt,553.01,3.0,0.04,1592.67,197.45,Cash,2023-07
O01167,2023-07-29,C0082,60,Male,North,USA,Clothing,Jacket,291.35,2.0,0.07,541.91,137.96,PayPal,2023-07
O01168,2023-12-29,C1722,33,Male,North,Canada,Clothing,Jeans,180.12,4.0,0.06,677.25,172.07,Debit Card,2023-12
O01169,2023-04-04,C1170,65,Female,West,USA,Electronics,Smartphone,846.93,2.0,0.07,1575.29,397.61,Debit Card,2023-04
O01170,2023-08-14,C0573,24,Male,South,Australia,Clothing,Shoes,583.84,5.0,0.25,2189.4,463.15,Debit Card,2023-08
O01171,2023-04-13,C1736,23,Female,West,Germany,Furniture,Cabinet,852.08,4.0,0.01,3374.24,982.79,Debit Card,2023-04
O01172,2024-05-18,C0895,51,Female,East,USA,Office Supplies,Stapler,839.84,5.0,0.06,3947.25,537.33,Credit Card,2024-05
O01173,2024-01-22,C0345,43,Male,South,India,Clothing,Shoes,281.4,3.0,0.27,616.27,120.09,Cash,2024-01
O01174,2023-01-25,C1406,54,Male,North,Germany,Electronics,Headphones,575.94,3.0,0.11,1537.76,342.52,Cash,2023-01
O01175,2024-03-10,C0184,45,Female,East,UK,Clothing,Jacket,912.48,3.0,0.14,2354.2,334.62,Debit Card,2024-03
O01176,2023-02-07,C0782,41,Male,South,USA,Furniture,Desk,619.3,5.0,0.02,3034.57,363.58,PayPal,2023-02
O01177,2024-04-08,C0306,36,Male,West,India,Furniture,Chair,415.37,2.0,0.16,697.82,110.22,Credit Card,2024-04
O01178,2023-02-23,C1173,59,Male,East,Canada,Office Supplies,Stapler,895.97,2.0,0.01,1774.02,603.76,Credit Card,2023-02
O01179,2023-03-10,C1583,24,Female,South,Canada,Electronics,Headphones,557.9,3.0,0.22,1305.49,180.39,Debit Card,2023-03
O01180,2023-09-09,C1612,18,Female,South,India,Electronics,Laptop,399.87,2.0,0.01,791.74,110.03,Debit Card,2023-09
O01181,2023-09-05,C1765,56,Female,East,Germany,Furniture,Cabinet,183.39,1.0,0.21,144.88,20.36,Credit Card,2023-09
O01182,2023-03-10,C0773,26,Male,East,Germany,Office Supplies,Stapler,554.81,4.0,0.27,1620.05,350.99,PayPal,2023-03
O01183,2024-02-19,C1540,34,Female,South,Canada,Office Supplies,Pen Set,806.79,2.0,0.02,1581.31,551.37,PayPal,2024-02
O01184,2023-04-29,C1238,44,Female,West,India,Clothing,T-Shirt,321.4,2.0,0.23,494.96,76.17,Debit Card,2023-04
O01185,2024-04-05,C1772,55,Male,East,Germany,Furniture,Chair,26.21,2.0,0.27,38.27,6.25,Cash,2024-04
O01186,2024-04-22,C1460,47,Female,South,Germany,Furniture,Cabinet,960.02,2.0,0.28,1382.43,448.27,Credit Card,2024-04
O01187,2023-10-30,C0767,21,Female,West,Germany,Office Supplies,Notebook,602.25,3.0,0.25,1355.06,322.37,Credit Card,2023-10
O01188,2024-05-05,C0139,40,Female,South,India,Furniture,Desk,992.18,2.0,0.22,1547.8,372.09,Credit Card,2024-05
O01189,2023-01-26,C1044,31,Female,North,Germany,Office Supplies,Printer Paper,800.53,4.0,0.1,2881.91,523.46,PayPal,2023-01
O01190,2023-02-22,C1641,51,Male,West,Germany,Office Supplies,Notebook,669.66,5.0,0.22,2611.67,630.95,Credit Card,2023-02
O01191,2023-06-07,C1911,42,Female,West,Australia,Clothing,Jeans,150.79,2.0,0.03,292.53,57.33,Cash,2023-06
O01192,2023-08-14,C0086,20,Female,North,UK,Furniture,Cabinet,573.6,4.0,0.24,1743.74,559.38,Cash,2023-08
O01193,2023-09-19,C1877,31,Male,North,UK,Electronics,Tablet,729.97,1.0,0.07,678.87,223.2,Debit Card,2023-09
O01194,2024-05-20,C0234,23,Female,East,Canada,Clothing,Shoes,956.11,3.0,0.17,2380.71,564.18,PayPal,2024-05
O01195,2023-12-01,C1079,27,Female,South,UK,Electronics,Headphones,488.56,3.0,0.28,1055.29,184.83,Cash,2023-12
O01196,2023-02-22,C1950,55,Female,East,USA,Furniture,Chair,846.04,2.0,0.26,1252.14,203.08,Debit Card,2023-02
O01197,2023-04-11,C1429,52,Female,West,Australia,Office Supplies,Stapler,570.91,3.0,0.02,1678.48,236.01,Cash,2023-04
O01198,2023-03-09,C1588,38,Male,West,Germany,Office Supplies,Pen Set,420.08,1.0,0.1,378.07,72.81,PayPal,2023-03
O01199,2023-08-30,C0997,49,Female,South,Germany,Office Supplies,Pen Set,293.6,5.0,0.24,1115.68,205.32,PayPal,2023-08
O01200,2024-01-21,C1748,23,Male,North,USA,Electronics,Smartphone,544.97,4.0,0.27,1591.31,530.85,Debit Card,2024-01
O01201,2023-02-22,C0005,48,Male,North,UK,Clothing,Jacket,681.95,3.0,0.2,1636.68,199.48,Debit Card,2023-02
O01202,2023-11-14,C0677,24,Male,North,USA,Electronics,Smartphone,791.65,4.0,0.25,2374.95,528.64,PayPal,2023-11
O01203,2023-10-26,C1261,51,Male,East,UK,Electronics,Headphones,610.11,3.0,0.05,1738.81,511.24,Credit Card,2023-10
O01204,2024-05-23,C1243,32,Female,North,Germany,Clothing,Jeans,697.96,4.0,0.11,2484.74,564.58,PayPal,2024-05
O01205,2024-02-15,C0857,33,Female,East,UK,Furniture,Cabinet,157.23,2.0,0.01,311.32,35.7,Credit Card,2024-02
O01206,2023-06-01,C0221,46,Male,South,Australia,Electronics,Tablet,772.66,3.0,0.17,1923.92,538.04,Cash,2023-06
O01207,2024-02-24,C0252,59,Female,South,Germany,Electronics,Tablet,164.97,2.0,0.1,296.95,33.33,PayPal,2024-02
O01208,2024-02-03,C0383,49,Female,West,Australia,Clothing,Shoes,141.57,3.0,0.22,331.27,91.71,PayPal,2024-02
O01209,2023-07-08,C0016,28,Female,West,USA,Office Supplies,Printer Paper,156.69,2.0,0.07,291.44,73.15,PayPal,2023-07
O01210,2023-07-27,C1477,29,Female,North,USA,Clothing,Jacket,802.21,3.0,0.1,2165.97,273.24,Debit Card,2023-07
O01211,2023-08-05,C0303,39,Female,West,Canada,Furniture,Cabinet,772.01,1.0,0.14,663.93,185.75,PayPal,2023-08
O01212,2024-04-12,C0092,36,Female,North,Germany,Electronics,Headphones,831.26,4.0,0.28,2394.03,786.5,Debit Card,2024-04
O01213,2023-11-19,C1710,55,Male,West,India,Clothing,T-Shirt,818.57,5.0,0.08,3765.42,626.35,Debit Card,2023-11
O01214,2023-02-11,C0455,46,Male,West,USA,Office Supplies,Notebook,959.05,3.0,0.16,2416.81,785.16,Cash,2023-02
O01215,2023-01-17,C1028,64,Female,North,Germany,Furniture,Sofa,781.88,2.0,0.28,1125.91,222.09,PayPal,2023-01
O01216,2023-07-01,C1117,59,Male,North,Australia,Office Supplies,Notebook,335.49,2.0,0.28,483.11,50.81,Debit Card,2023-07
O01217,2023-09-22,C0347,60,Female,East,Germany,Furniture,Cabinet,212.05,2.0,0.11,377.45,109.94,PayPal,2023-09
O01218,2023-11-13,C1111,62,Male,North,UK,Electronics,Laptop,954.05,1.0,0.23,734.62,219.36,PayPal,2023-11
O01219,2023-07-03,C0233,46,Female,North,Canada,Office Supplies,Notebook,486.43,5.0,0.08,2237.58,270.34,Credit Card,2023-07
O01220,2023-12-28,C0362,42,Male,East,Australia,Electronics,Laptop,992.2,2.0,0.04,1905.02,266.86,Debit Card,2023-12
O01221,2024-05-05,C1894,58,Female,North,India,Office Supplies,Stapler,112.53,5.0,0.23,433.24,86.91,Debit Card,2024-05
O01222,2023-07-14,C1272,58,Female,North,Australia,Furniture,Cabinet,561.88,4.0,0.12,1977.82,515.48,Debit Card,2023-07
O01223,2023-02-12,C0075,46,Male,North,Canada,Clothing,T-Shirt,987.79,3.0,0.19,2400.33,489.39,Credit Card,2023-02
O01224,2023-11-19,C1766,47,Male,South,USA,Electronics,Smartphone,478.7,5.0,0.3,1675.45,471.6,PayPal,2023-11
O01225,2023-05-03,C1280,20,Female,South,India,Office Supplies,Printer Paper,48.55,1.0,0.02,47.58,8.33,Debit Card,2023-05
O01226,2023-09-22,C1671,42,Male,East,India,Office Supplies,Notebook,975.38,3.0,0.02,2867.62,507.84,PayPal,2023-09
O01227,2024-02-21,C0047,19,Female,East,UK,Electronics,Smartphone,932.1,5.0,0.18,3821.61,477.82,Credit Card,2024-02
O01228,2023-04-08,C1997,34,Female,East,USA,Furniture,Chair,586.41,1.0,0.07,545.36,92.24,Credit Card,2023-04
O01229,2023-11-01,C1857,53,Female,North,Germany,Electronics,Tablet,919.65,4.0,0.03,3568.24,654.12,Credit Card,2023-11
O01230,2023-05-21,C0141,24,Male,North,Germany,Electronics,Headphones,811.41,4.0,0.16,2726.34,452.76,Debit Card,2023-05
O01231,2023-03-25,C0685,28,Male,North,Australia,Electronics,Headphones,226.23,2.0,0.05,429.84,145.85,Debit Card,2023-03
O01232,2024-02-22,C0011,61,Female,South,Germany,Furniture,Desk,435.43,5.0,0.2,1741.72,257.98,PayPal,2024-02
O01233,2023-12-19,C0279,43,Female,East,India,Furniture,Desk,709.84,3.0,0.19,1724.91,387.1,Credit Card,2023-12
O01234,2024-02-20,C1210,30,Female,South,Canada,Furniture,Desk,967.5,2.0,0.04,1857.6,204.43,Debit Card,2024-02
O01235,2023-02-17,C1498,22,Female,South,UK,Clothing,T-Shirt,578.83,2.0,0.22,902.97,277.66,Credit Card,2023-02
O01236,2024-02-28,C0220,39,Male,West,UK,Furniture,Desk,870.11,3.0,0.29,1853.33,360.81,PayPal,2024-02
O01237,2024-03-30,C1359,30,Male,South,Germany,Clothing,Jeans,871.25,2.0,0.15,1481.12,499.56,Cash,2024-03
O01238,2023-02-20,C0517,18,Female,West,UK,Electronics,Laptop,750.84,5.0,0.09,3416.32,694.71,PayPal,2023-02
O01239,2023-05-25,C0581,35,Male,West,USA,Office Supplies,Notebook,590.62,3.0,0.09,1612.39,251.66,Debit Card,2023-05
O01240,2023-10-10,C1720,48,Female,East,UK,Office Supplies,Pen Set,443.75,2.0,0.01,878.62,139.35,Cash,2023-10
O01241,2024-01-29,C0449,53,Male,North,India,Clothing,Jacket,693.01,3.0,0.26,1538.48,352.5,PayPal,2024-01
O01242,2024-02-18,C0042,22,Male,South,India,Clothing,Jeans,760.16,5.0,0.26,2812.59,685.16,Debit Card,2024-02
O01243,2024-05-23,C1083,18,Male,North,India,Office Supplies,Printer Paper,11.45,2.0,0.06,21.53,6.1,Cash,2024-05
O01244,2023-09-15,C1426,35,Male,West,Australia,Clothing,T-Shirt,386.12,5.0,0.06,1814.76,292.58,Credit Card,2023-09
O01245,2023-12-11,C0731,48,Male,East,Germany,Furniture,Cabinet,957.93,1.0,0.21,756.76,95.2,Debit Card,2023-12
O01246,2023-08-25,C0842,20,Male,West,Germany,Electronics,Laptop,684.15,5.0,0.13,2976.05,398.58,Debit Card,2023-08
O01247,2023-08-12,C0760,24,Male,East,USA,Office Supplies,Notebook,991.4,5.0,0.27,3618.61,1169.81,Credit Card,2023-08
O01248,2023-12-15,C1892,33,Male,North,India,Furniture,Desk,481.25,3.0,0.16,1212.75,320.56,Credit Card,2023-12
O01249,2024-05-16,C1674,31,Female,East,USA,Electronics,Smartphone,925.56,3.0,0.0,2776.68,761.07,PayPal,2024-05
O01250,2024-04-08,C1140,62,Male,North,Australia,Electronics,Laptop,670.63,2.0,0.05,1274.2,177.42,Credit Card,2024-04
O01251,2023-07-03,C0402,31,Male,South,India,Office Supplies,Notebook,665.04,2.0,0.19,1077.36,116.22,Debit Card,2023-07
O01252,2024-01-11,C1285,37,Female,South,Australia,Electronics,Smartphone,478.99,1.0,0.05,455.04,49.5,Debit Card,2024-01
O01253,2024-03-06,C0223,23,Male,South,USA,Furniture,Cabinet,117.36,2.0,0.21,185.43,26.25,PayPal,2024-03
O01254,2024-04-08,C0323,56,Male,West,Germany,Furniture,Cabinet,286.38,3.0,0.18,704.49,233.58,Credit Card,2024-04
O01255,2023-07-20,C0832,36,Female,West,USA,Electronics,Smartphone,901.82,2.0,0.22,1406.84,328.34,Credit Card,2023-07
O01256,2024-05-05,C0809,59,Male,North,Canada,Furniture,Chair,800.95,2.0,0.27,1169.39,265.57,Credit Card,2024-05
O01257,2023-09-05,C1104,53,Male,East,Canada,Electronics,Tablet,268.53,5.0,0.04,1288.94,186.35,Cash,2023-09
O01258,2024-05-17,C1742,31,Male,South,Australia,Electronics,Smartphone,628.59,1.0,0.13,546.87,141.35,Credit Card,2024-05
O01259,2023-11-26,C0944,28,Female,East,USA,Electronics,Laptop,782.25,1.0,0.26,578.87,162.53,Credit Card,2023-11
O01260,2023-11-27,C0338,65,Male,North,Australia,Furniture,Cabinet,953.56,1.0,0.13,829.6,268.44,PayPal,2023-11
O01261,2023-02-28,C1613,58,Male,South,India,Clothing,Shoes,675.46,5.0,0.19,2735.61,788.22,PayPal,2023-02
O01262,2023-06-13,C0175,52,Male,West,India,Office Supplies,Notebook,159.07,3.0,0.15,405.63,120.5,PayPal,2023-06
O01263,2024-01-24,C0961,20,Female,West,USA,Electronics,Laptop,12.77,3.0,0.27,27.97,5.44,PayPal,2024-01
O01264,2023-04-01,C0741,64,Female,South,Germany,Office Supplies,Notebook,243.44,2.0,0.24,370.03,84.34,PayPal,2023-04
O01265,2024-01-14,C1355,21,Female,East,UK,Office Supplies,Notebook,557.02,1.0,0.19,451.19,51.1,Debit Card,2024-01
O01266,2023-09-04,C0841,56,Female,East,USA,Furniture,Chair,73.87,3.0,0.24,168.42,55.92,Cash,2023-09
O01267,2023-09-16,C1710,51,Male,North,India,Clothing,Jeans,552.0,4.0,0.15,1876.8,624.46,Debit Card,2023-09
O01268,2024-01-23,C1471,30,Male,West,India,Furniture,Chair,676.27,2.0,0.21,1068.51,272.22,PayPal,2024-01
O01269,2023-06-24,C1069,54,Female,West,India,Furniture,Desk,250.29,4.0,0.23,770.89,102.24,Cash,2023-06
O01270,2023-08-08,C0214,37,Female,North,Germany,Electronics,Headphones,298.71,4.0,0.05,1135.1,382.0,PayPal,2023-08
O01271,2023-10-25,C1775,20,Male,West,UK,Clothing,Jacket,548.03,2.0,0.09,997.41,338.92,Credit Card,2023-10
O01272,2023-03-28,C0963,42,Female,West,India,Clothing,T-Shirt,774.32,1.0,0.11,689.14,164.72,Debit Card,2023-03
O01273,2023-10-10,C0680,64,Male,West,Canada,Electronics,Tablet,47.17,1.0,0.3,33.02,5.71,Debit Card,2023-10
O01274,2023-08-10,C0428,40,Male,East,Canada,Clothing,T-Shirt,400.77,2.0,0.24,609.17,183.66,Credit Card,2023-08
O01275,2023-04-07,C1457,56,Female,West,Australia,Electronics,Laptop,610.39,2.0,0.07,1135.33,139.48,Debit Card,2023-04
O01276,2024-05-19,C0444,26,Female,East,UK,Electronics,Headphones,856.27,1.0,0.29,607.95,200.34,Cash,2024-05
O01277,2023-12-02,C0798,24,Female,West,Canada,Electronics,Laptop,912.4,2.0,0.25,1368.6,478.07,Credit Card,2023-12
O01278,2023-04-20,C0686,44,Male,South,Canada,Electronics,Smartphone,691.51,3.0,0.14,1784.1,491.89,PayPal,2023-04
O01279,2023-10-18,C1686,56,Male,West,USA,Furniture,Cabinet,374.23,3.0,0.04,1077.78,123.39,PayPal,2023-10
O01280,2023-03-14,C1656,25,Female,North,Canada,Clothing,Jeans,239.04,5.0,0.14,1027.87,318.14,Debit Card,2023-03
O01281,2024-02-22,C0399,28,Male,South,Canada,Furniture,Desk,247.74,3.0,0.1,668.9,136.84,Credit Card,2024-02
O01282,2023-09-19,C1913,20,Female,South,Canada,Office Supplies,Notebook,831.29,1.0,0.23,640.09,118.02,Cash,2023-09
O01283,2024-02-09,C0878,45,Male,North,USA,Furniture,Cabinet,782.5,1.0,0.28,563.4,189.28,Credit Card,2024-02
O01284,2024-06-16,C1813,31,Female,West,Germany,Electronics,Laptop,392.42,4.0,0.02,1538.29,515.45,Debit Card,2024-06
O01285,2023-04-13,C1952,29,Male,East,India,Clothing,T-Shirt,819.22,5.0,0.17,3399.76,710.75,Credit Card,2023-04
O01286,2024-05-12,C1283,49,Female,South,Canada,Furniture,Sofa,297.5,1.0,0.03,288.57,50.79,Credit Card,2024-05
O01287,2024-06-24,C0917,30,Female,East,UK,Office Supplies,Pen Set,413.38,2.0,0.07,768.89,148.84,Credit Card,2024-06
O01288,2023-02-24,C0210,60,Female,West,Australia,Electronics,Laptop,512.33,5.0,0.17,2126.17,247.08,PayPal,2023-02
O01289,2023-10-20,C1176,29,Male,West,India,Furniture,Cabinet,758.66,5.0,0.19,3072.57,788.09,Cash,2023-10
O01290,2023-10-31,C1701,53,Female,North,Canada,Clothing,Jeans,539.91,3.0,0.17,1344.38,348.46,Debit Card,2023-10
O01291,2023-05-31,C0677,54,Male,East,USA,Clothing,Jeans,953.76,2.0,0.03,1850.29,573.21,Debit Card,2023-05
O01292,2023-10-29,C1599,27,Female,West,Canada,Electronics,Headphones,626.0,1.0,0.3,438.2,95.63,Cash,2023-10
O01293,2023-05-01,C0937,44,Male,West,UK,Furniture,Sofa,566.04,2.0,0.16,950.95,147.49,PayPal,2023-05
O01294,2023-09-07,C1841,51,Male,North,India,Electronics,Tablet,960.42,1.0,0.29,681.9,222.0,Cash,2023-09
O01295,2023-12-16,C0062,53,Male,West,Canada,Clothing,Jeans,439.8,3.0,0.03,1279.82,304.15,Cash,2023-12
O01296,2023-12-19,C0834,58,Male,South,USA,Office Supplies,Stapler,107.27,2.0,0.23,165.2,49.86,PayPal,2023-12
O01297,2023-12-11,C1892,25,Female,South,India,Office Supplies,Pen Set,248.19,3.0,0.25,558.43,93.8,Credit Card,2023-12
O01298,2023-01-31,C1706,28,Female,South,USA,Electronics,Headphones,604.39,4.0,0.02,2369.21,269.59,Cash,2023-01
O01299,2024-05-30,C0414,22,Male,South,Canada,Clothing,T-Shirt,57.44,1.0,0.11,51.12,5.83,PayPal,2024-05
O01300,2023-03-24,C0601,58,Male,East,USA,Office Supplies,Stapler,775.92,5.0,0.06,3646.82,895.72,Cash,2023-03
O01301,2024-02-26,C1285,27,Male,East,UK,Clothing,Jacket,26.65,4.0,0.13,92.74,23.16,Cash,2024-02
O01302,2023-06-16,C0120,63,Female,South,Australia,Office Supplies,Stapler,674.68,5.0,0.04,3238.46,339.6,Credit Card,2023-06
O01303,2024-05-18,C1485,58,Female,West,USA,Furniture,Desk,771.42,3.0,0.01,2291.12,765.56,PayPal,2024-05
O01304,2023-03-10,C1988,30,Male,South,Germany,Furniture,Desk,937.87,3.0,0.11,2504.11,833.0,Debit Card,2023-03
O01305,2023-12-20,C1876,43,Male,West,Canada,Electronics,Headphones,20.53,2.0,0.2,32.85,3.93,Debit Card,2023-12
O01306,2023-01-01,C0778,25,Male,West,UK,Clothing,Jeans,473.05,5.0,0.17,1963.16,365.62,Credit Card,2023-01
O01307,2023-07-14,C0447,46,Male,East,India,Clothing,T-Shirt,728.73,2.0,0.26,1078.52,194.95,Debit Card,2023-07
O01308,2024-02-10,C0603,50,Male,North,Germany,Clothing,Jacket,994.98,2.0,0.14,1711.37,462.95,Credit Card,2024-02
O01309,2024-02-12,C0964,52,Male,South,Germany,Office Supplies,Pen Set,916.02,1.0,0.0,916.02,128.58,Credit Card,2024-02
O01310,2024-05-18,C1832,55,Male,North,Australia,Furniture,Sofa,524.23,4.0,0.05,1992.07,471.19,Cash,2024-05
O01311,2024-03-24,C0479,45,Male,South,USA,Furniture,Sofa,414.34,3.0,0.07,1156.01,332.43,Credit Card,2024-03
O01312,2024-05-19,C1609,62,Female,West,Australia,Electronics,Headphones,483.54,1.0,0.12,425.52,142.36,Debit Card,2024-05
O01313,2024-02-19,C1062,27,Male,East,USA,Office Supplies,Pen Set,93.51,2.0,0.05,177.67,45.71,PayPal,2024-02
O01314,2023-06-13,C0177,43,Female,North,India,Office Supplies,Notebook,689.88,4.0,0.17,2290.4,648.46,Debit Card,2023-06
O01315,2023-03-16,C1169,26,Female,West,Germany,Electronics,Tablet,242.87,5.0,0.18,995.77,171.47,Credit Card,2023-03
O01316,2023-06-12,C0260,20,Female,North,Canada,Furniture,Cabinet,975.26,5.0,0.22,3803.51,618.8,PayPal,2023-06
O01317,2023-05-14,C0611,56,Female,North,Australia,Electronics,Tablet,353.31,5.0,0.15,1501.57,511.45,Credit Card,2023-05
O01318,2024-03-27,C0188,40,Male,South,Canada,Office Supplies,Stapler,396.59,2.0,0.16,666.27,228.55,Debit Card,2024-03
O01319,2023-01-27,C1913,57,Female,East,Germany,Electronics,Laptop,722.21,4.0,0.15,2455.51,572.25,Cash,2023-01
O01320,2023-06-03,C1756,57,Female,West,Australia,Furniture,Chair,326.92,5.0,0.06,1536.52,535.55,Credit Card,2023-06
O01321,2023-11-22,C1396,51,Male,West,Australia,Furniture,Chair,374.99,3.0,0.26,832.48,221.35,PayPal,2023-11
O01322,2024-02-04,C0781,64,Female,West,Canada,Electronics,Laptop,676.28,2.0,0.08,1244.36,292.98,PayPal,2024-02
O01323,2024-01-19,C0550,34,Male,West,Germany,Office Supplies,Pen Set,148.95,5.0,0.09,677.72,175.92,Debit Card,2024-01
O01324,2023-10-03,C1617,43,Male,South,Canada,Electronics,Tablet,410.85,3.0,0.02,1207.9,326.29,PayPal,2023-10
O01325,2023-07-11,C1092,39,Female,South,India,Office Supplies,Pen Set,968.94,2.0,0.12,1705.33,421.7,Debit Card,2023-07
O01326,2023-12-18,C1085,56,Female,North,UK,Electronics,Headphones,375.54,1.0,0.29,266.63,59.3,PayPal,2023-12
O01327,2024-01-31,C1945,53,Female,North,Canada,Clothing,Shoes,775.27,3.0,0.25,1744.36,272.21,Debit Card,2024-01
O01328,2023-11-10,C1287,57,Male,North,USA,Office Supplies,Stapler,173.17,2.0,0.16,290.93,80.35,Debit Card,2023-11
O01329,2023-10-03,C1625,20,Male,East,UK,Office Supplies,Printer Paper,97.33,3.0,0.14,251.11,45.62,PayPal,2023-10
O01330,2023-07-27,C0220,31,Male,East,Canada,Furniture,Cabinet,481.1,5.0,0.03,2333.34,699.3,Cash,2023-07
O01331,2023-11-21,C0094,19,Female,South,Australia,Electronics,Tablet,950.88,1.0,0.01,941.37,177.42,Cash,2023-11
O01332,2024-01-28,C1261,51,Male,West,Canada,Electronics,Smartphone,760.19,1.0,0.08,699.37,92.63,PayPal,2024-01
O01333,2024-02-16,C0334,26,Female,West,Germany,Electronics,Tablet,865.39,5.0,0.15,3677.91,1096.29,Cash,2024-02
O01334,2024-03-28,C0573,37,Male,South,Germany,Clothing,Jacket,983.32,3.0,0.16,2477.97,458.14,Cash,2024-03
O01335,2024-01-08,C1632,38,Female,South,Canada,Furniture,Sofa,958.43,1.0,0.29,680.49,206.26,Cash,2024-01
O01336,2023-12-07,C0053,26,Male,North,USA,Furniture,Sofa,378.78,2.0,0.18,621.2,198.54,Credit Card,2023-12
O01337,2023-08-31,C0269,59,Male,East,India,Electronics,Smartphone,15.51,3.0,0.14,40.02,9.22,Cash,2023-08
O01338,2023-07-06,C1397,24,Female,East,India,Office Supplies,Stapler,590.57,4.0,0.04,2267.79,772.8,Debit Card,2023-07
O01339,2024-03-09,C0920,58,Female,East,Australia,Office Supplies,Pen Set,749.43,2.0,0.11,1333.99,305.25,Debit Card,2024-03
O01340,2024-01-13,C0590,31,Male,South,UK,Electronics,Smartphone,198.52,1.0,0.04,190.58,47.96,Credit Card,2024-01
O01341,2023-11-09,C1279,23,Male,West,Australia,Electronics,Laptop,524.39,4.0,0.08,1929.76,270.24,Cash,2023-11
O01342,2023-12-20,C0050,52,Male,West,Germany,Electronics,Headphones,185.17,2.0,0.27,270.35,59.48,PayPal,2023-12
O01343,2023-09-24,C1530,41,Female,West,UK,Office Supplies,Pen Set,864.11,1.0,0.1,777.7,198.04,Cash,2023-09
O01344,2024-01-27,C1843,60,Male,North,Germany,Electronics,Smartphone,721.11,1.0,0.19,584.1,84.04,Cash,2024-01
O01345,2023-08-09,C0407,46,Male,South,USA,Clothing,Jeans,180.82,5.0,0.29,641.91,210.17,Debit Card,2023-08
O01346,2024-02-26,C1806,28,Male,West,India,Electronics,Tablet,243.91,5.0,0.04,1170.77,379.54,PayPal,2024-02
O01347,2024-01-08,C1439,33,Male,East,Canada,Clothing,Jacket,423.7,4.0,0.22,1321.94,285.22,Cash,2024-01
O01348,2023-08-13,C0331,43,Female,South,USA,Clothing,Jacket,866.78,5.0,0.24,3293.76,967.49,Credit Card,2023-08
