Customer_ID,Total_Orders,Total_Revenue,Total_Profit,Avg_Discount,Avg_Age,Total_Quantity,Segment,Segment_Label
C0364,6,6721.62,1631.27,0.10833333333333334,42.0,16.0,2,Mid Value
C0365,5,4201.89,1026.33,0.156,32.6,15.0,2,Mid Value
C0366,3,5491.54,1017.65,0.14666666666666664,42.333333333333336,10.0,2,Mid Value
C0367,5,5681.54,986.8299999999999,0.152,33.6,13.0,2,Mid Value
C0368,3,3063.36,598.95,0.20333333333333334,29.0,12.0,0,Low Value
C0369,1,2489.21,631.02,0.15,37.0,3.0,0,Low Value
C0370,8,10487.76,1976.32,0.17250000000000001,35.5,28.0,1,High Value
C0371,6,6772.26,1709.34,0.12,37.833333333333336,18.0,2,Mid Value
C0372,4,3721.33,943.05,0.19,34.0,15.0,2,Mid Value
C0373,4,5310.360000000001,1081.1,0.185,40.5,12.0,2,Mid Value
C0374,5,5131.82,1327.8600000000001,0.158,38.8,18.0,2,Mid Value
C0375,5,11717.09,2810.36,0.096,41.4,19.0,1,High Value
C0376,3,3702.46,1085.6599999999999,0.15666666666666665,43.333333333333336,7.0,0,Low Value
C0377,3,5586.04,1711.88,0.18666666666666668,43.666666666666664,9.0,2,Mid Value
C0378,5,3127.8500000000004,421.97,0.146,36.0,11.0,2,Mid Value
C0379,6,9219.119999999999,2331.9700000000003,0.11666666666666665,35.833333333333336,20.0,1,High Value
C0380,4,5571.23,1201.94,0.1875,41.5,12.0,2,Mid Value
C0381,5,4400.63,1233.71,0.08600000000000001,43.6,12.0,2,Mid Value
C0382,4,5210.6,1029.29,0.0875,36.0,9.0,2,Mid Value
C0383,7,3382.3900000000003,572.6899999999999,0.14285714285714285,42.0,20.0,2,Mid Value
C0384,6,11777.33,2613.54,0.07166666666666667,29.5,21.0,1,High Value
C0385,6,11181.369999999999,3078.77,0.08666666666666667,47.5,19.0,1,High Value
C0386,4,6312.79,1966.4,0.19,35.75,13.0,2,Mid Value
C0387,3,1691.0900000000001,291.05,0.19666666666666666,35.666666666666664,9.0,0,Low Value
C0388,5,5837.26,1730.02,0.132,45.6,17.0,2,Mid Value
C0389,6,4391.3,1317.23,0.155,39.5,18.0,2,Mid Value
C0390,8,11572.5,2158.11,0.16,46.25,20.0,1,High Value
C0391,5,5982.02,898.39,0.094,36.0,11.0,2,Mid Value
C0393,4,6118.09,1229.52,0.1625,40.75,13.0,2,Mid Value
C0394,6,4121.6,948.25,0.16333333333333333,35.333333333333336,15.0,2,Mid Value
C0395,5,5601.08,1178.25,0.128,34.0,9.0,2,Mid Value
C0396,7,7794.17,1407.22,0.09999999999999999,47.142857142857146,25.0,1,High Value
C0397,7,14472.740000000002,3194.76,0.19571428571428573,49.57142857142857,29.0,1,High Value
C0398,7,10888.97,2740.19,0.1742857142857143,46.142857142857146,24.0,1,High Value
C0399,4,3852.77,848.49,0.1325,26.75,14.0,2,Mid Value
C0400,1,3597.91,783.87,0.1,41.0,4.0,0,Low Value
C0401,6,2069.16,369.06,0.12333333333333334,36.333333333333336,11.0,2,Mid Value
C0402,5,6161.719999999999,1494.77,0.16999999999999998,37.4,17.0,2,Mid Value
C0403,3,5011.41,1303.53,0.07666666666666667,25.666666666666668,7.0,2,Mid Value
C0404,2,3074.6499999999996,1018.97,0.115,46.5,6.0,0,Low Value
C0405,5,8683.65,1507.17,0.154,49.4,18.0,2,Mid Value
C0406,7,2806.42,821.59,0.15857142857142859,41.57142857142857,14.0,2,Mid Value
C0407,6,9609.48,2764.93,0.21166666666666667,40.166666666666664,24.0,1,High Value
C0408,4,7097.76,1397.3500000000001,0.2025,47.0,12.0,2,Mid Value
C0409,6,5918.03,1303.6,0.1416666666666667,42.333333333333336,19.0,2,Mid Value
C0410,5,5607.7,1597.9499999999998,0.168,34.4,18.0,2,Mid Value
C0411,6,5400.92,1450.54,0.19499999999999998,41.0,17.0,2,Mid Value
C0412,5,7761.84,1816.94,0.148,33.6,16.0,2,Mid Value
C0413,2,1507.58,445.28,0.175,46.5,9.0,0,Low Value
C0414,7,9774.310000000001,2414.8,0.09,30.428571428571427,28.0,1,High Value
C0415,4,4995.49,1662.04,0.0875,40.25,10.0,2,Mid Value
C0416,3,2812.32,752.8100000000001,0.03333333333333333,42.0,10.0,0,Low Value
C0417,4,3059.97,493.8,0.10250000000000001,49.25,9.0,0,Low Value
C0418,1,127.87,34.7,0.18,37.0,2.0,0,Low Value
C0419,4,3547.1099999999997,624.0,0.1625,29.75,9.0,0,Low Value
C0420,1,2490.18,645.9,0.19,39.0,5.0,0,Low Value
C0421,7,3314.2200000000003,802.86,0.10857142857142857,38.57142857142857,10.0,2,Mid Value
C0422,4,6236.4400000000005,1554.2900000000002,0.155,38.5,13.0,2,Mid Value
C0423,2,1293.81,407.34000000000003,0.11499999999999999,29.5,2.0,0,Low Value
C0425,3,1993.31,380.08000000000004,0.14,29.666666666666668,6.0,0,Low Value
C0426,7,10874.36,2366.71,0.16857142857142857,53.142857142857146,25.0,1,High Value
C0427,3,1246.51,314.0,0.16333333333333333,53.0,4.0,0,Low Value
C0428,4,4693.24,1016.21,0.1875,41.25,12.0,2,Mid Value
C0429,1,2291.07,537.39,0.11,53.0,3.0,0,Low Value
C0430,4,3304.03,710.06,0.1575,37.25,6.0,0,Low Value
C0431,5,4443.9,1056.35,0.154,43.8,12.0,2,Mid Value
C0432,8,8379.73,2135.11,0.135,48.625,23.0,1,High Value
C0433,2,2972.65,939.3,0.175,53.5,6.0,0,Low Value
C0434,4,6187.580000000001,1486.04,0.16,34.5,11.0,2,Mid Value
C0435,6,4923.82,967.2,0.18000000000000002,33.833333333333336,15.0,2,Mid Value
C0436,3,2529.5,588.3,0.14,43.0,6.0,0,Low Value
C0437,4,5324.7,1038.07,0.135,36.25,12.0,2,Mid Value
C0438,4,3790.84,1065.21,0.1775,49.0,11.0,2,Mid Value
C0439,7,14793.17,3076.19,0.14285714285714285,43.714285714285715,27.0,1,High Value
C0440,5,4733.97,991.01,0.192,52.2,14.0,2,Mid Value
C0441,10,11790.869999999999,3038.66,0.134,40.7,29.0,1,High Value
C0442,3,1990.1799999999998,585.3,0.20666666666666667,41.666666666666664,6.0,0,Low Value
C0443,3,1853.05,414.86,0.16666666666666666,33.0,8.0,0,Low Value
C0444,7,4671.47,1000.32,0.18142857142857144,38.142857142857146,19.0,2,Mid Value
C0445,6,4994.34,672.55,0.07333333333333333,38.166666666666664,21.0,2,Mid Value
C0446,4,6158.97,1195.4299999999998,0.195,43.75,11.0,2,Mid Value
C0447,3,5282.61,1596.06,0.14,44.666666666666664,9.0,2,Mid Value
C0448,2,1354.81,214.43,0.265,48.5,5.0,0,Low Value
C0449,5,6309.07,1753.44,0.138,33.8,12.0,2,Mid Value
C0450,6,7518.6,2012.6,0.18166666666666667,35.666666666666664,21.0,1,High Value
C0452,4,9651.039999999999,2375.6099999999997,0.13,42.5,17.0,1,High Value
C0453,3,4509.6,664.92,0.18333333333333335,29.333333333333332,8.0,0,Low Value
C0454,7,10337.84,2351.96,0.12285714285714286,44.57142857142857,22.0,1,High Value
C0455,3,3163.0,994.04,0.23333333333333336,36.666666666666664,8.0,0,Low Value
C0456,5,3062.9500000000003,602.35,0.10800000000000001,42.0,12.0,2,Mid Value
C0457,1,1628.82,318.04,0.02,19.0,3.0,0,Low Value
C0458,3,5823.08,1007.28,0.12333333333333334,34.333333333333336,10.0,2,Mid Value
C0459,2,2938.83,431.24,0.235,25.0,5.0,0,Low Value
C0460,5,10086.039999999999,2743.84,0.122,37.6,17.0,1,High Value
C0461,5,4825.43,820.37,0.13,41.6,16.0,2,Mid Value
C0462,3,4961.4400000000005,1200.19,0.20666666666666667,37.333333333333336,10.0,2,Mid Value
C0463,4,10987.89,2237.24,0.1275,55.0,15.0,1,High Value
C0464,4,6312.62,1083.3,0.15250000000000002,46.25,13.0,2,Mid Value
C0465,2,2160.31,544.99,0.18,33.5,6.0,0,Low Value
C0466,6,4759.35,1155.42,0.07166666666666667,41.0,13.0,2,Mid Value
C0467,1,1294.23,391.78,0.21,37.0,2.0,0,Low Value
C0468,5,7040.27,1658.75,0.152,42.8,16.0,2,Mid Value
C0469,4,3997.04,1079.85,0.1075,31.5,9.0,2,Mid Value
C0470,1,331.24,101.92,0.01,28.0,3.0,0,Low Value
C0471,4,5946.42,1029.5500000000002,0.18,36.75,10.0,2,Mid Value
C0472,6,8587.2,2246.57,0.15833333333333333,48.0,15.0,1,High Value
C0473,5,12495.970000000001,2436.94,0.142,48.6,19.0,1,High Value
C0474,3,2048.86,433.08,0.20666666666666667,43.666666666666664,8.0,0,Low Value
C0475,4,9030.869999999999,2170.26,0.1425,34.25,16.0,2,Mid Value
C0476,10,10027.27,1934.48,0.20299999999999999,43.6,37.0,1,High Value
C0477,6,6758.37,1751.51,0.165,39.333333333333336,23.0,1,High Value
C0478,7,3346.32,490.52,0.19142857142857145,41.285714285714285,17.0,2,Mid Value
C0479,6,6250.889999999999,1499.76,0.09333333333333334,39.333333333333336,14.0,2,Mid Value
C0480,4,5479.9,1156.2399999999998,0.1225,50.5,9.0,2,Mid Value
C0481,10,12915.289999999999,3225.83,0.16299999999999998,41.0,32.0,1,High Value
C0482,5,3347.6400000000003,1002.48,0.122,40.2,10.0,2,Mid Value
C0483,6,7922.15,1854.56,0.135,52.0,17.0,1,High Value
C0484,5,5729.04,1232.3700000000001,0.128,44.2,17.0,2,Mid Value
C0485,1,2251.13,712.45,0.09,19.0,3.0,0,Low Value
C0486,6,3249.2799999999997,780.6,0.15666666666666668,34.5,15.0,2,Mid Value
C0487,3,5927.57,1030.29,0.21999999999999997,47.666666666666664,9.0,2,Mid Value
C0488,1,2697.22,653.45,0.04,34.0,5.0,0,Low Value
C0489,3,4871.37,942.53,0.16333333333333333,56.0,9.0,0,Low Value
C0490,3,2876.79,719.74,0.11666666666666665,41.333333333333336,8.0,0,Low Value
C0491,4,4986.67,719.79,0.1725,41.75,13.0,2,Mid Value
C0492,8,10016.39,2489.74,0.14500000000000002,45.0,24.0,1,High Value
C0493,2,1931.3200000000002,590.77,0.07,48.0,7.0,0,Low Value
C0494,3,5199.25,1421.3500000000001,0.09000000000000001,56.0,8.0,2,Mid Value
C0495,4,3829.0299999999997,593.56,0.135,41.25,8.0,0,Low Value
C0496,5,1908.17,614.93,0.188,39.4,13.0,2,Mid Value
C0497,4,4595.639999999999,1151.1200000000001,0.20500000000000002,56.75,9.0,2,Mid Value
C0498,8,10419.69,2651.21,0.115,41.875,23.0,1,High Value
C0499,3,5523.97,1702.0700000000002,0.18666666666666668,39.666666666666664,11.0,2,Mid Value
C0500,2,1747.03,386.33,0.15,47.0,3.0,0,Low Value
C0501,6,7561.009999999999,2130.77,0.14666666666666667,34.833333333333336,17.0,1,High Value
C0502,7,13024.79,3098.2,0.1685714285714286,44.0,24.0,1,High Value
C0503,5,5771.41,1053.41,0.162,38.0,12.0,2,Mid Value
C0504,5,7341.18,2016.6299999999999,0.08399999999999999,42.6,16.0,2,Mid Value
C0505,2,1053.56,152.22,0.155,33.5,6.0,0,Low Value
C0506,6,9546.14,1457.92,0.15166666666666667,38.666666666666664,24.0,1,High Value
C0507,4,4305.95,840.62,0.1525,35.25,12.0,2,Mid Value
C0508,4,4312.78,1200.53,0.185,38.5,10.0,2,Mid Value
C0509,3,4082.66,1005.49,0.15,42.0,9.0,0,Low Value
C0510,3,4066.45,663.27,0.19333333333333336,46.666666666666664,6.0,0,Low Value
C0511,1,105.47,11.79,0.03,58.0,1.0,0,Low Value
C0512,5,6223.07,1472.81,0.178,38.0,18.0,2,Mid Value
C0513,4,5093.87,1235.03,0.13,47.0,11.0,2,Mid Value
C0514,3,2664.6,718.41,0.19000000000000003,34.0,7.0,0,Low Value
C0515,5,7336.32,1445.18,0.128,36.2,15.0,2,Mid Value
C0516,6,9899.69,2739.59,0.205,35.833333333333336,20.0,1,High Value
C0517,6,8402.5,1906.79,0.17833333333333334,47.166666666666664,23.0,1,High Value
C0518,9,13391.75,3252.33,0.16444444444444445,44.55555555555556,27.0,1,High Value
C0519,4,3442.13,738.77,0.1075,46.5,9.0,0,Low Value
C0520,5,7169.77,1847.3200000000002,0.12000000000000002,40.4,14.0,2,Mid Value
C0522,3,5314.65,1320.1299999999999,0.09333333333333332,30.0,13.0,2,Mid Value
C0523,7,10991.49,2872.81,0.15857142857142859,41.857142857142854,24.0,1,High Value
C0524,1,881.01,163.92,0.03,47.0,1.0,0,Low Value
C0525,7,7144.91,1556.78,0.1757142857142857,32.57142857142857,15.0,2,Mid Value
C0526,4,4230.3099999999995,956.2,0.1675,51.5,9.0,2,Mid Value
C0527,3,1377.17,296.34000000000003,0.19333333333333336,39.0,10.0,0,Low Value
C0528,3,3331.44,413.99,0.20666666666666667,38.333333333333336,7.0,0,Low Value
C0529,5,8170.43,1278.23,0.194,42.2,20.0,2,Mid Value
C0530,2,2080.76,646.7,0.13,41.0,5.0,0,Low Value
C0531,3,4420.9,1256.04,0.2333333333333333,46.0,11.0,2,Mid Value
C0532,3,2846.99,688.1400000000001,0.2333333333333333,39.666666666666664,10.0,0,Low Value
C0533,4,3531.84,612.21,0.08,32.0,12.0,2,Mid Value
C0534,4,5898.389999999999,1838.19,0.165,44.25,10.0,2,Mid Value
C0535,9,5209.53,1241.0400000000002,0.11222222222222222,46.55555555555556,19.0,1,High Value
C0536,8,12609.18,3445.57,0.175,37.125,28.0,1,High Value
C0537,6,9071.55,1813.04,0.13833333333333334,51.666666666666664,20.0,1,High Value
C0538,3,363.83000000000004,86.30000000000001,0.2366666666666667,41.0,13.0,0,Low Value
C0539,5,9438.14,1945.23,0.202,37.6,16.0,1,High Value
C0540,4,4987.63,1452.83,0.21500000000000002,42.0,8.0,2,Mid Value
C0541,3,7915.1900000000005,1778.16,0.21333333333333335,47.666666666666664,11.0,2,Mid Value
C0542,5,2937.07,561.06,0.15,35.4,10.0,2,Mid Value
C0543,3,1463.69,445.96,0.10666666666666667,19.666666666666668,3.0,0,Low Value
C0544,5,7397.43,1408.3600000000001,0.192,49.0,16.0,2,Mid Value
C0545,10,11922.08,2600.89,0.172,41.8,25.0,1,High Value
C0546,2,2550.62,748.1500000000001,0.18,56.5,5.0,0,Low Value
C0547,7,10416.61,2626.91,0.1742857142857143,47.57142857142857,20.0,1,High Value
C0548,5,4021.6,985.1800000000001,0.132,26.2,8.0,2,Mid Value
C0549,2,3146.33,592.5,0.20500000000000002,41.5,6.0,0,Low Value
C0550,3,2822.32,506.56999999999994,0.12333333333333334,32.333333333333336,11.0,0,Low Value
C0551,5,7764.61,1798.78,0.148,35.4,19.0,2,Mid Value
C0552,1,575.13,163.13,0.25,29.0,1.0,0,Low Value
C0553,3,3338.99,919.4599999999999,0.20333333333333337,42.666666666666664,7.0,0,Low Value
C0554,7,9084.1,2284.82,0.17142857142857143,40.42857142857143,23.0,1,High Value
C0555,5,6280.92,1272.31,0.162,52.6,13.0,2,Mid Value
C0556,7,6256.72,1549.0900000000001,0.17857142857142858,56.714285714285715,23.0,1,High Value
C0557,3,4138.82,910.62,0.13,42.666666666666664,10.0,0,Low Value
C0558,5,8309.57,1525.73,0.22999999999999998,43.6,19.0,2,Mid Value
C0559,4,2246.66,553.44,0.23500000000000001,41.0,10.0,0,Low Value
C0560,1,685.74,152.58,0.03,21.0,5.0,0,Low Value
C0561,6,6579.040000000001,1295.7,0.20833333333333334,41.5,19.0,2,Mid Value
C0562,5,2956.75,686.4100000000001,0.148,32.4,13.0,2,Mid Value
C0563,3,3647.51,572.85,0.10666666666666667,35.0,9.0,0,Low Value
C0564,2,4024.95,952.7099999999999,0.065,37.5,7.0,0,Low Value
C0566,6,9491.67,2020.4299999999998,0.19333333333333336,37.5,13.0,1,High Value
C0567,2,293.32,61.8,0.12000000000000001,46.0,5.0,0,Low Value
C0568,5,6677.48,1273.18,0.18,47.8,11.0,2,Mid Value
C0569,2,2692.9300000000003,786.74,0.165,34.0,10.0,0,Low Value
C0570,3,6090.5,1465.25,0.14666666666666667,45.333333333333336,11.0,2,Mid Value
C0571,4,3733.9,935.83,0.0925,46.75,9.0,2,Mid Value
C0572,4,6330.55,1396.6599999999999,0.2,47.75,11.0,2,Mid Value
C0573,6,10233.95,2615.84,0.19666666666666668,43.666666666666664,19.0,1,High Value
C0574,6,8156.2,2411.7000000000003,0.17166666666666666,43.0,25.0,1,High Value
C0575,4,6080.67,1447.69,0.1625,53.5,10.0,2,Mid Value
C0576,2,2095.89,515.22,0.135,45.5,6.0,0,Low Value
C0577,1,854.23,112.87,0.01,35.0,1.0,0,Low Value
C0578,4,2038.12,353.35,0.09,42.5,6.0,0,Low Value
C0579,6,7357.2,1757.09,0.1466666666666667,50.5,21.0,1,High Value
C0580,5,5540.04,1423.1299999999999,0.13999999999999999,39.8,14.0,2,Mid Value
C0581,2,4434.06,1174.42,0.11,41.0,8.0,0,Low Value
C0582,4,3302.06,976.3900000000001,0.1875,39.5,7.0,0,Low Value
C0583,6,7225.12,1883.61,0.14666666666666667,40.5,16.0,2,Mid Value
C0584,3,1754.8400000000001,388.25,0.16,57.666666666666664,8.0,0,Low Value
C0585,4,8534.939999999999,2151.39,0.16249999999999998,46.25,12.0,2,Mid Value
C0586,2,759.93,145.67,0.16499999999999998,37.0,3.0,0,Low Value
C0587,5,2615.96,693.0500000000001,0.146,37.2,12.0,2,Mid Value
C0588,3,1757.4699999999998,301.81,0.03333333333333333,44.666666666666664,4.0,0,Low Value
C0589,4,4451.610000000001,1209.27,0.1725,36.5,13.0,2,Mid Value
C0590,4,3423.99,656.97,0.14500000000000002,50.75,11.0,2,Mid Value
C0591,2,2248.27,515.34,0.21500000000000002,50.0,8.0,0,Low Value
C0592,7,9250.630000000001,1753.95,0.22999999999999998,52.0,20.0,1,High Value
C0593,2,2708.57,592.88,0.11,26.0,5.0,0,Low Value
C0594,3,4913.28,825.4,0.11666666666666665,34.666666666666664,11.0,2,Mid Value
C0595,4,6679.79,1675.95,0.16,39.25,10.0,2,Mid Value
C0596,5,4631.71,976.78,0.16,41.2,11.0,2,Mid Value
C0597,2,2765.6800000000003,598.69,0.165,56.5,10.0,0,Low Value
C0598,7,7456.650000000001,1718.0099999999998,0.11,48.42857142857143,19.0,1,High Value
C0599,4,3799.0499999999997,1119.44,0.1825,46.5,11.0,2,Mid Value
C0600,2,2631.68,601.44,0.09000000000000001,43.0,4.0,0,Low Value
C0601,2,6373.05,1333.0900000000001,0.055,53.0,9.0,2,Mid Value
C0602,4,5862.64,1151.08,0.225,38.25,11.0,2,Mid Value
C0603,5,6485.549999999999,1774.33,0.144,52.6,16.0,2,Mid Value
C0604,4,3593.81,1047.59,0.1825,46.75,8.0,2,Mid Value
C0605,5,3139.61,628.62,0.21600000000000003,42.4,14.0,2,Mid Value
C0606,6,12445.52,2954.15,0.19833333333333333,37.833333333333336,20.0,1,High Value
C0607,1,2979.12,824.16,0.17,27.0,5.0,0,Low Value
C0609,3,6200.610000000001,1570.77,0.17666666666666667,37.333333333333336,13.0,2,Mid Value
C0610,2,3888.4400000000005,756.1800000000001,0.14500000000000002,49.0,7.0,0,Low Value
C0611,6,4883.37,1308.7,0.13833333333333334,53.833333333333336,18.0,2,Mid Value
C0612,5,4232.51,1024.48,0.13599999999999998,52.0,9.0,2,Mid Value
C0613,4,4321.92,1135.92,0.15500000000000003,44.5,11.0,2,Mid Value
C0614,3,2098.66,270.77,0.16666666666666666,49.666666666666664,6.0,0,Low Value
C0615,6,4841.4,1450.71,0.18166666666666667,45.333333333333336,19.0,2,Mid Value
C0616,6,6701.59,1333.75,0.155,39.5,16.0,2,Mid Value
C0617,5,5969.01,1425.02,0.154,35.0,18.0,2,Mid Value
C0618,4,6375.99,1035.34,0.07250000000000001,50.5,13.0,2,Mid Value
C0619,1,328.84,69.66,0.1,59.0,2.0,0,Low Value
C0620,6,9810.01,2317.88,0.18666666666666668,39.166666666666664,25.0,1,High Value
C0621,5,3561.24,799.73,0.154,31.4,15.0,2,Mid Value
C0622,5,5729.320000000001,1232.65,0.178,42.2,13.0,2,Mid Value
C0623,5,14760.05,2450.18,0.156,40.8,25.0,1,High Value
C0624,2,5319.139999999999,1501.96,0.13,57.0,7.0,0,Low Value
C0625,2,1798.12,372.44,0.055,48.0,3.0,0,Low Value
C0626,1,680.85,95.25,0.18,18.0,2.0,0,Low Value
C0627,11,11722.23,2504.62,0.1918181818181818,44.36363636363637,29.0,1,High Value
C0628,3,6653.77,1746.94,0.09999999999999999,53.0,10.0,2,Mid Value
C0629,4,4656.77,866.51,0.22999999999999998,43.5,9.0,2,Mid Value
C0630,6,9282.55,2132.31,0.14166666666666666,42.666666666666664,21.0,1,High Value
C0631,5,3788.7,927.45,0.11200000000000002,37.4,9.0,2,Mid Value
C0632,8,11019.310000000001,2978.9800000000005,0.11750000000000001,42.875,26.0,1,High Value
C0634,4,6851.9800000000005,1330.4299999999998,0.17500000000000002,43.75,14.0,2,Mid Value
C0635,5,4142.41,1100.59,0.136,35.6,13.0,2,Mid Value
C0636,4,7718.24,1318.25,0.1525,45.25,18.0,2,Mid Value
C0637,6,15780.9,4203.93,0.08,36.833333333333336,23.0,1,High Value
C0638,1,2213.66,729.41,0.03,35.0,4.0,0,Low Value
C0639,4,3814.62,722.89,0.22,40.0,10.0,0,Low Value
C0640,12,12992.87,2667.38,0.15583333333333332,42.166666666666664,32.0,1,High Value
C0641,2,586.01,124.38,0.21500000000000002,48.5,3.0,0,Low Value
C0642,5,4942.68,766.77,0.08600000000000001,33.0,11.0,2,Mid Value
C0643,2,2978.55,922.57,0.075,35.0,7.0,0,Low Value
C0644,6,7299.52,1478.1,0.20166666666666666,30.833333333333332,18.0,2,Mid Value
C0645,8,8138.030000000001,1957.42,0.1375,41.75,27.0,1,High Value
C0646,3,5790.76,1543.97,0.16666666666666666,43.333333333333336,14.0,2,Mid Value
C0647,3,3766.8,779.72,0.17333333333333334,42.666666666666664,11.0,0,Low Value
C0648,2,3222.87,984.13,0.045,31.5,8.0,0,Low Value
C0649,5,6316.26,1520.65,0.11600000000000002,47.6,12.0,2,Mid Value
C0650,1,538.2,65.88,0.08,42.0,2.0,0,Low Value
C0651,1,3119.04,486.88,0.28,42.0,5.0,0,Low Value
C0652,3,2891.9900000000002,735.7,0.13,45.666666666666664,11.0,0,Low Value
C0653,6,7327.99,1744.46,0.16833333333333333,44.166666666666664,18.0,2,Mid Value
C0654,6,8733.8,2123.24,0.16666666666666666,44.666666666666664,26.0,1,High Value
C0655,5,2653.84,678.44,0.10200000000000001,40.0,11.0,2,Mid Value
C0656,3,3374.88,530.75,0.18333333333333335,34.333333333333336,8.0,0,Low Value
C0657,5,6828.37,1578.2,0.118,47.0,17.0,2,Mid Value
C0658,4,5114.71,933.3399999999999,0.1875,31.0,14.0,2,Mid Value
C0659,4,3698.4,576.96,0.1775,45.5,9.0,0,Low Value
C0660,1,229.95,23.42,0.21,32.0,4.0,0,Low Value
C0661,10,12916.34,2722.27,0.163,50.0,27.0,1,High Value
C0662,4,7832.17,1419.73,0.12,45.75,11.0,2,Mid Value
C0663,1,1109.43,161.09,0.28,40.0,2.0,0,Low Value
C0664,3,3938.63,541.0,0.14333333333333334,28.333333333333332,7.0,0,Low Value
C0665,7,4719.87,1083.6299999999999,0.16142857142857145,36.0,17.0,2,Mid Value
C0666,3,1549.76,287.05,0.16,35.333333333333336,10.0,0,Low Value
C0667,6,4262.55,1150.11,0.18500000000000003,33.833333333333336,17.0,2,Mid Value
C0668,4,4917.47,970.29,0.1675,46.0,12.0,2,Mid Value
C0669,4,6746.41,1882.86,0.16,38.0,12.0,2,Mid Value
C0670,6,7803.84,2095.03,0.11666666666666665,42.166666666666664,14.0,1,High Value
C0671,5,4601.92,1274.18,0.16199999999999998,41.2,10.0,2,Mid Value
C0672,8,11154.45,2823.08,0.22125,40.75,27.0,1,High Value
C0673,6,6585.6,1635.46,0.15833333333333333,41.5,16.0,2,Mid Value
C0674,2,3091.6099999999997,701.38,0.155,40.0,8.0,0,Low Value
C0675,5,5307.58,916.05,0.172,49.4,18.0,2,Mid Value
C0676,2,1388.45,339.49,0.14,45.5,3.0,0,Low Value
C0677,9,13734.68,3584.67,0.12666666666666665,32.44444444444444,28.0,1,High Value
C0678,1,219.22,29.01,0.11,21.0,1.0,0,Low Value
C0679,4,3026.76,607.81,0.1775,42.75,6.0,0,Low Value
C0680,3,1530.21,317.84,0.13999999999999999,56.333333333333336,8.0,0,Low Value
C0681,6,13813.83,2701.01,0.10166666666666667,54.0,22.0,1,High Value
C0682,4,3437.08,791.61,0.1975,46.25,12.0,2,Mid Value
C0683,6,5572.85,1267.14,0.145,44.5,18.0,2,Mid Value
C0684,4,4402.5,762.21,0.1,39.75,14.0,2,Mid Value
C0685,5,4344.57,663.77,0.126,36.0,13.0,2,Mid Value
C0686,5,11331.92,2694.47,0.186,41.0,18.0,1,High Value
C0687,2,885.3,223.64,0.20500000000000002,64.5,3.0,0,Low Value
C0688,2,2763.14,422.64,0.23500000000000001,36.5,4.0,0,Low Value
C0689,5,6738.849999999999,1835.55,0.184,33.4,16.0,2,Mid Value
C0690,5,7236.45,1692.3600000000001,0.152,49.4,17.0,2,Mid Value
C0691,3,5047.7,731.72,0.09333333333333334,51.0,12.0,2,Mid Value
C0692,5,8360.92,1705.1299999999999,0.148,54.6,16.0,2,Mid Value
C0693,7,9157.95,2073.88,0.16142857142857145,34.714285714285715,16.0,1,High Value
C0694,3,6361.900000000001,1607.73,0.19666666666666668,40.666666666666664,12.0,2,Mid Value
C0695,1,806.94,150.37,0.06,56.0,1.0,0,Low Value
C0696,4,2584.6499999999996,578.22,0.175,45.0,8.0,0,Low Value
C0697,6,9199.47,1708.79,0.18666666666666668,41.333333333333336,21.0,1,High Value
C0698,8,13020.5,2733.17,0.14500000000000002,29.25,27.0,1,High Value
C0699,3,1834.59,616.74,0.19666666666666666,51.666666666666664,8.0,0,Low Value
C0700,6,7098.589999999999,2044.18,0.14833333333333334,38.5,18.0,1,High Value
C0701,3,3636.72,939.52,0.13999999999999999,51.333333333333336,7.0,0,Low Value
C0702,3,1413.58,196.76999999999998,0.15666666666666665,53.0,8.0,0,Low Value
C0703,5,8423.45,2035.1399999999999,0.118,46.6,14.0,2,Mid Value
C0704,5,8184.950000000001,2111.19,0.144,50.0,20.0,1,High Value
C0705,5,5006.93,1192.74,0.142,35.4,16.0,2,Mid Value
C0706,4,4011.54,1051.41,0.10250000000000001,55.75,11.0,2,Mid Value
C0707,5,3221.19,857.62,0.148,42.4,8.0,2,Mid Value
C0708,1,201.95,30.81,0.25,29.0,1.0,0,Low Value
C0709,2,1485.99,370.68,0.08499999999999999,46.5,3.0,0,Low Value
C0710,2,2629.38,356.6,0.245,49.0,7.0,0,Low Value
C0711,5,8419.31,1599.41,0.1,40.2,15.0,2,Mid Value
C0712,3,2981.72,581.1500000000001,0.20666666666666667,45.333333333333336,8.0,0,Low Value
C0713,4,8060.250000000001,2454.41,0.0825,30.25,15.0,2,Mid Value
C0714,3,7443.82,1565.5299999999997,0.12,33.0,11.0,2,Mid Value
C0715,5,11277.369999999999,2495.9,0.154,40.4,21.0,1,High Value
C0716,6,7214.35,1697.73,0.14333333333333334,51.0,14.0,2,Mid Value
C0717,2,4603.89,1376.94,0.165,51.0,8.0,0,Low Value
C0718,4,6167.22,1428.73,0.14,38.25,13.0,2,Mid Value
C0719,4,3818.29,790.75,0.2125,35.25,14.0,2,Mid Value
C0720,3,4886.02,1289.94,0.13666666666666666,47.666666666666664,12.0,2,Mid Value
C0721,3,3767.71,1044.1299999999999,0.19333333333333336,48.333333333333336,7.0,0,Low Value
C0722,2,4929.04,1436.45,0.18,28.5,10.0,2,Mid Value
C0723,3,4074.2400000000002,772.35,0.20666666666666667,44.0,11.0,0,Low Value
